time,danmu
8.00200,靠一下那儿我磕到了啊啊啊啊啊
11.59700,www这个小表情好可爱啊！！
1.95900,靠过去的时候表情好好看
0.95200,后面那个亲完前面后磕疯了
3.53800,左边女生表情好可爱 
4.13900,六一班上次受了伤，
11.24200,居然有人笑的时候嘴角往下哈哈哈哈
8.21900,•᷄ࡇ•᷅
9.68300,靠过去的小表情好可爱哦哦哦
9.11100,后面女生在笑诶 是磕cp的哈哈
5.92500,我以为班主任会出来把爱情扼杀在摇篮里
1.28200,她有一排娃哈哈！！！！
0.44200,好可爱！！！
1.84200,•᷄ࡇ•᷅
2.38200,贴贴是密切
11.56200,磕死我了
9.81800,后面那个在撮合啊啊啊啊啊她是笑的好吗
1.42400,明明是三个人的电影却没有我的姓名
5.34700,后面那个是助攻，你看到她那磕cp的笑容吗
0.80200,你们就没看懂，后面那个对前好，前面那个却对同桌好
7.85900,为什么他有两部手机！！！！
6.65600,左边女生好可爱
1.82400,小美人鱼的故事
10.16300,人间不值呀！
2.64200,小美人鱼
7.38700,这三个，都拉去做核酸，隔离！为什么要让我看到啊，我不活啦！
0.90200,禁止贴贴，贴贴密接
1.23700,左面的女生好像苑琼丹啊
7.60200,只是觉得女孩子之间真好啊
5.45800,她A上去了，还是露娜强化平A追踪的那种
5.36200,她在后面笑得好开心
11.67900,苏卡不列
2.35400,虽然但是好甜咯
7.03500,《言情》
7.30900,长发妹妹很像赵今麦诶。
0.97100,她有四瓶AD钙诶
0.64200,后面的是催化剂
3.08200,明明是三个人的电影，我是却始终不能有姓名
3.39100,多米诺骨牌
0.18200,不知道看了多少遍
11.22300,请收下我的膝盖
0.86000,两位弟兄你们好0.06
7.23900,笑死我了
4.99300,没见过女的?这么饥渴
7.36300,这演技吊打国家一级演员
7.37800,看右边女生
2.62300,啄木鸟
5.89800,背后这女孩这磕cp呢［笑哭］
6.66200,贵圈真乱
0.92700,？！
1.00200,左边的女生好像石榴姐啊
1.18600,七酱
0.96100,为什么这12秒这么漫长哈哈哈
9.66300,原创是谁啊
8.97300,哈哈哈
8.89900,啊这
1.25200,这些女孩子的出处在哪啊？有没有！？
3.56100,好甜
9.64300,老百合了
8.61000,？
6.20200,再看一遍，懂了，后面的是红娘 ！！
6.24200,我都要
1.02200,盗视频是吧，我已经发给我闺蜜了
1.96200,不公平啊，男的这么搞就不行
4.24200,右边妹子有一丢丢像华妃
5.96500,左边妹妹闭眼和笑都有些像马天宇
10.97900,左边妹妹笑起来有点像马天宇
7.30300,放开那个女孩让我来
11.67900,看的第n遍
0.00000,六 一 班~
7.73900,？？？
0.36000,橘势大好
11.67900,？
5.88200,哈哈哈哈哈哈哈哈哈
1.74800,最左边的女孩子长得有南柱赫的感觉啊
1.25900,这又是谁的青春呢
2.93100,我也想加入
2.60100,她亲她和她亲她
7.65000,。。阿弥陀佛
3.81900,……
4.93500,我都喜欢啊
8.02900,哈哈哈哈哈哈
6.60000,?????
5.30300,哈哈哈哈哈哈哈哈
3.89200,你跑这拔火罐来了
10.01900,80弹幕
5.05500,AD钙
0.83200,这是百合剧
4.56200,大型ntr现场
4.28200,要是男的评论必过万
6.61900,鬼知道我看了多少遍
7.12300,  性别一换评论过万
7.94200,换成三个男的会咋样？
3.61900,好怪啊，再看一遍
7.32300,囧
1.53300,土味!!!
11.13900,ab钙打钱
6.50800,百合赛高
11.67900,左边靠墙那个女生好眼熟
7.58900,啊啊啊啊啊啊橘势大好
9.37400,哈哈哈哈哈
6.36700,卧槽
7.59900,i了
0.14200,橘势大好
7.70700,后面女生深藏功与名
2.30200,是我了
6.73900,哈哈哈哈
6.10900,天哪，后面的那个妹妹露出了姨母笑（＞ｙ＜）好像在说我只能帮你们到这里啦
11.67900,哈哈哈
4.07700,我喜欢左边的
5.36800,放开那个女孩
0.52200,大橘己定
0.00000,我想喝娃哈哈
1.47800,小木曾雪菜    冬马和纱    北原春希
6.77600,啄木鸟亲亲，拜托，上帝赐给我一个这么可爱的女孩子吧
10.29900,冲我来
4.46600,百合我磕爆！！！
0.45900,女生之间可以做男生之间却不能做的事情
9.37900,？？？？？
8.20200,橘势大好
