time,danmu
186.98400,双厨狂喜啊啊啊
200.07900,两个都收藏了哈哈哈好有道理
226.11800,哈哈哈哈哈你好帅 三连了
224.59100,还是好温油hhh
94.58800,可可爱爱的碎碎hhhh
16.49100,我也是，经常明明先到的，却最后一个称
15.60700,可是我怼回去的时候，眼泪就出来了。。。
229.90200,好温柔！！！！
217.20400,哈哈哈哈哈我舍友
228.29300,学到了学到了学到了
123.32200,up声音好像刘宇宁啊
31.97000,太真实了！
158.56500,很真实哈哈哈
193.71000,双厨狂喜!!!
15.54000,涨粉狂魔
202.58400,双厨狂喜！前几天才看到
32.15300,太真实了！
64.62400,他真的可爱哈哈哈哈哈哈哈
2.93400,啊啊啊我真的好爱他！！！
212.56100,我靠！！！！！！！！！真的学到了
217.14400,他好温柔 我真的爆哭
135.54800,我直接报手机尾号哈哈哈
161.52100,太真实了!!!
19.66200,太真实了！
110.75900,哈哈哈哈哈哈哈哈哈哈好真实！！
92.55800,哈哈哈哈哈哈代入感太强
0.00000,没关注的家人们关注一下宝藏up！
222.75100,太有用了呜呜
221.53400,他好温柔，我哭死
1.21900,太真实了啊啊啊
185.06000,双厨狂喜啊啊啊啊！！
2.88300,每天一个生活小技巧
61.97700,关注了关注了
210.68400,哈哈哈哈哈哈哈哈哈哈是我
3.34300,他好温柔我好爱
234.38100,他好温柔我哭
233.85000,关注了关注了
70.97200,啊啊啊啊我也是！！一模一样
0.41000,呜呜呜他好温柔
86.89400,真实！！！
30.10400,到那就要喊出来：老板帮我称一下！！！
11.37300,太真实了！！
231.38100,哈哈哈哈我唔了
218.69900,哈哈哈哈哈哈哈哈哈哈哈我笑疯了
218.95900,哈哈哈哈哈哈哈受教了
14.24600,真实！！！
162.04200,太真实了啊啊啊啊
218.48100,他好温柔，我哭死
225.17900,他好温柔，我哭
157.34700,哈哈哈哈哈哈哈企鹅我也是这样的，我只会对友善的人礼貌
67.05700,哈哈哈哈哈好温柔
222.68200,哭了 好温柔
31.85400,太！！！！真实了！！！真的！！！！
219.29900,学会了！！！
22.91400,我绝对不是，我直接走到最前面哈哈哈哈
227.03800,好温柔啊
95.69800,呜呜呜呜我也会这样
21.97800,好真实呜呜
28.63100,好像瘦了的沐上
20.19100,对！！！呜呜呜呜呜
64.27400,师傅你是做什么的（doge）
146.35900,woc哈哈哈哈哈哈哈哈哈哈哈
154.45900,会哭的孩子有糖吃
206.06900,跑个题，突然觉得up中年发福以后会和田雨长得一模一样哈哈哈哈哈哈哈
203.78400,已经开始生气了！！啊啊啊啊
45.00600,每日永生（1/1）
171.32400,然后再加个“我很好欺负”
81.44100,我不会，我会更生气，本来我快递丢了就会心情不好ಥ_ಥ
67.97900,他真的好温柔，我直接哭死（
204.07200,不可能！！！！什么都行！我的饭必须得是我想吃的那个！！！
220.39600,他好温柔，我哭死（1/1）
178.01900,我一般喜欢礼貌问话，但是斜方肌突起（doge）
80.75400,太真实了我也是！！！
89.54400,我也会这样啊啊啊啊
80.20000,我现实生活也真的温柔
65.15200,他好温柔！（doge）
104.24200,《我就是从外面出来的》
86.81900,太真实了！
228.75200,他好温柔！
69.86100,他好温柔！！！
17.29900,真实！！！
164.59200,好像是这样哈哈哈哈哈哈哈
12.01900,！！！太真实了
224.80700,我珍藏多年的攒了很多灰的币给你给定了！
40.12100,太真实了！！
77.17900,真的！！！！！！！排队的时候，我也好声好气的问人，结果别人不搭理我直接下一位
74.41800,正经人谁在家乡讲普通话
70.46700,但是我还是会选择洁身自好
64.58300,是我
109.85900,经典踢皮球
217.12400,这大概就是见人说人话 见鬼说鬼话
42.78100,我会不买直接走
34.58600,太真实了
21.96800,不赞同 
181.37900,可拉倒吧，别人欺负你你可以怼回去
54.99400,真实，但是正义有节操。
176.35500,哈哈哈
160.02500,对比感强烈
55.72000,取关了
204.49000,没必要省了，都看到这了
44.34600,太真实了
155.87200,666
215.04500,我不高兴就是不高兴不扯别的
15.73000,我总是会被后面大妈挤开。。。
95.40000,1000多人
163.92700,太真实了……
8.14500,感觉破站的原创都是一样
154.83300,跪惯了，站不起来了
59.87900,对不讲道理的人就要比他更不讲道理
12.09300,这就是我...
112.35900,穷山恶水出刁民
188.90300,双厨狂喜
189.06600,谢谢你哈哈哈哈哈哈
97.86800,我妈取快递遇到过，我妈把他们骂得服服帖帖还道歉的把快递找出来了
190.49900,啊啊啊啊啊啊啊，我刚想说和黄一刀老师的视频提到的情况好像哈哈哈
210.70900,我会说，你没事吧
153.58400,是我本人！！！！
209.77700,《我爱你》
184.67300,好的帅哥
216.81900,“素质有待进一步降低”
210.57400,我会直接开骂
35.25200,初中生，我就是这样
223.85400,怎么没素质了？
161.10500,你那些话语可能人听不惯吧，翻译一下就是 说人话
116.60500,投诉投诉投诉投诉
158.00800,敬语是要用给与之道德相等的人的
184.52100,嘿双厨了！！老刀！！！！！
11.43600,实测 ，被顾客投诉骑手服务态度差，已经罚款500
228.79800,学校保安这么对我我当场气哭。放别人进去了不放我进去hhhh
192.79300,看来生活经验很丰富啊企鹅
175.38200,不，是老实人
168.48100,懂了
187.66500,已经生气了
30.39000,但我是初中生
217.59900,这也没素质？要求太高了吧哥
61.57800,太现实了
57.32800,懂了
176.83200,我也发现了，所以我都开始摆臭脸了
55.10600,懂了
53.78600,懂了
4.03100,太对了
49.44100,坏则富贵齐天
82.85100,因为人都在活着……活着太难了，但总要活着
19.65300,你怎么知道？！
175.69900,那你等等呗，都忙
151.26300,快马加编
161.89900,对人不对事
32.91800,半个月换一次苦茶子。。。
220.70400,哈哈哈哈哈
226.98300,难受了
84.10600,太真實了
28.50500,天哪好真实
182.01900,这时你也可以没素质一点
83.41900,我也是！！！！
178.13800,出象牙塔该活得世俗一点了
91.67800,听up口音是河南老乡哈哈哈
208.38000,强硬！（为自己）
33.23300,“自爆洁癖”
51.33900,救命
70.84100,见人说人话，见鬼说鬼话
61.92100,见人说人话见鬼说鬼话
186.55900,双厨狂喜！！！
225.37900,分人了
212.98100,大猛子
14.05900,省流：播放量干倒周董新歌
161.95900,哈哈哈哈哈哈哈
24.73900,校友牛逼，全站第一个
188.09400,等鼻子上眼
164.74500,大叔小时候父母如果说话客气可能就要挨打了，反而被骂让他感到安全
171.09400,是的
10.55900,我进化到喂肘子了
104.32000,我也是啊啊啊啊，被别人这样对待我会自我怀疑好久
107.47700,我都是用NTM开头的，立竿见影
234.62200,我现在就这样我老公说我没素质
99.95100,我也会自我怀疑
172.04700,其实像这种事情能找年轻的就找年轻的，对于那些中老年人，能不找就不找
234.90400,太真实了
169.19600,见人说人话，见鬼说鬼话
225.04400,学校学校里也不是天之骄子QAQ
215.68400,哈哈哈哈哈哈哈
81.80600,真实
102.67300,哈哈哈哈
138.18300,哈哈哈哈哈哈不然呢
32.06300,太真实了
68.66000,白漂白飘
44.18200,哈哈哈哈哈哈
48.94800,笑死我了哈哈哈哈哈
8.55600,三连了
118.65500,你说的是丢快递，他说的是拿件，不同的，快递一听丢件，心就提着
47.31200,？
215.22900,太真实了
19.97800,《这做核酸时父母帮忙排队》
33.04700,真的真的
201.11400,我直接开骂，凭什么？
180.49600,文化素质不一样
228.31900,我是对待不同的人随意转换说话方式
212.95900,遇到插队直接：草，爬开
70.09000,优雅
209.50100,我直接说wdnmd 我件呢
30.34800,我34了，也是这样
33.06500,太真实了
164.56000,举报就好
132.83700,不然呢？
3.41500,有道理！
98.21900,工作了之后就懂了，打工人是没有好脸色的，包括自己
23.67900,NO 我视情况定 他们守规矩我也 不守规矩别怪我无情
121.72100,精神小伙
181.01800,《学语文的作用》
210.86000,举报
161.01200,感觉在这种情况男女生就不一样了
229.84100,全世界老实人联合起来
229.77900,确实，很多时候，温柔的人都不被受尊重
234.32900,见人说人话，见鬼说鬼话
25.02700,真实
208.87100,直接回怼凭什么
158.37300,可能他听不懂
24.03100,BGM是啥
186.05900,村里打疫苗谁懂！
227.49600,升华了
161.02600,我发现如果用本地方言（听起来狠的语气），去买东西才不容易被骗（别问我怎么实践出来的呜呜呜呜）
166.26500,This is china
163.87900,太生气了
65.41900,这人都叫碎嘴企鹅了，嫌废话可以不看啊
227.60000,卑鄙是卑鄙者的通行证，高尚是高尚者的墓志铭。
88.77500,我也是
224.34600,我爱你
90.30700,对对对
47.03500,接水永远是最后一个
9.78900,骗走了我的币
19.54700,好真实
193.49900,双厨狂喜嘻嘻
189.70700,烦人
59.67900,每日一赖
155.36700,太真实了
182.25900,我也发现这么个事了，所以我现在都是先礼后兵，先礼貌，如果他客客气气我就接着客气，他不客气我就开骂
79.36700,我碰到这种情况直接上海话开骂了
222.87300,额好悲哀
2.76300,拿错雪糕该退你就退
0.82100,省流：最好有一个灵活的道德底线
222.18700,谢谢你
31.82600,太真实了
10.51300,不，我会去挤，如果挤不过我甚至可能会骂街
219.79900,当有素质这条路走不通的时候，就得比那个人更没素质
184.10700,我婆婆
13.07300,我一直就这样
155.93900,所谓见人说人话见鬼说鬼话，也差不多是这样
100.89300,真实！
67.83100,哈哈哈哈哈哈
92.94900,见鬼说鬼话，审时度势，入乡随俗
186.63200,蛮夷畏威而不怀德
79.44400,说得好对！
135.38500,好真实
27.94700,太真实了
224.39900,听哭了
57.37200,？nt
231.94200,直接c语言问候了
25.12700,我就是，都奔三的人了
188.13100,才看完的
14.00200,我*他*的告诉你我就要这个，不要我现在他*的把你店掀了我*你*的
191.10500,他大拇指弯的好吓人
27.41600,你再骂
12.48900,说的好！！！
93.23700,来气了
209.71000,学会发火
163.37900,懂了家人
180.43200,见人说人话，见鬼说鬼话
156.49600,道上的
50.90200,哈哈哈哈
0.38700,真实
83.39400,乌鲁
100.59900,我是先好言好语表达，不听我骂人骂的比他们还难听
161.38500,好人就该被枪指着
202.19900,直接投诉举报
156.74600,欺软怕硬，人人都这样
131.25100,河北口音
159.05800,绝了太真实了
148.00200,怕横的
32.73800,rap god
21.02800,人间真实！
47.01500,我的醉酒老师
5.06600,就是你小子力压周杰伦冲到榜一啊
38.04000,道德败坏啊
25.31400,太真实了
35.49600,每日孙贼成就达成（1/1）
48.52000,杀软
94.71900,我一般选择直接跟卖家沟通
101.62500,我一般直接投诉
28.32700,是的哈哈哈哈哈哈哈
214.02100,日本：这个我熟
5.89900,打败周董的男人
163.39900,因为取件是具体的可以即时操作的，丢件还得想办法找
1.96500,怎么说呢，什么样的人用什么样的话
201.03100,刚刚看完
131.19600,"我开口必""您好""闭嘴必""谢谢""""辛苦""""麻烦了"""
89.80100,要用本地话
78.88000,普通话？
218.05800,必须跟他理论！
49.29200,啊这，不是成龙历险记的老爹语音吗
234.74500,狗同事就是如此
35.61500,真实
170.28200,见人说人话，见鬼说鬼话
36.10900,真实
156.44100,Up的愤怒已经溢出了屏幕。
219.07300,劣币驱逐良币
194.88200,双厨狂喜！
136.07100,学院派走入社会免不了一顿毒打
41.77900,哈哈哈哈哈哈哈
123.25900,从外面出来的
32.94600,真的是
82.89900,一样的，有次我买油条，我说你好，麻烦帮忙切下，人家说你爱要不要就扔给我了
216.72100,草にま
216.72100,草にま
106.36000,踢皮球呢，搁这
114.66100,我懂了！下次取快递叫上几个哥们，一块晃晃悠悠拉着拖鞋装成精神小伙就会有好服务（doge
27.92100,我没有道德洁癖，因为经历太多了
30.08800,我进化了我会挤
157.89100,巧合吧，这种人不会因为态度差就对你好一点的，他对每个人都很坏
195.46300,今天刚刚被送错了餐，还和我说这个贵让我就这么吃吧，我蔫了吧唧呜呜呜
69.75200,我去，那都刷到你，这个视频关注了
118.00600,我打给了物流局…
162.20200,欺负的就是你讲道德
48.06100,每日一赖
24.49900,三十岁的我也这样
127.75600,可是我不会说土话呜呜呜呜呜呜
218.01900,没错，真的有用
12.30600,诶哟，说得好有道理
234.98300,谢谢
170.93900,还有墨迹
111.92700,从外面出来的
153.45600,哈哈哈哈哈哈哈哈哈哈
136.89600,哈哈哈哈哈哈哈哈哈
184.77900,双厨狂喜！！
104.67900,哈哈哈哈哈哈哈
28.48500,我上次买东西在排队到我了后面那个人直接，把东西放到称台上
29.98100,初中生也一样
84.05900,这歌还带开关啊
23.07900,我们以后也学会这样
97.96500,我们班有一个大个快递丢了那些人也这样跟他说然后他脾气一上来就把那些人骂了个遍还说要举报，那些人也是怂了就问他丢的什么快递他们给赔
31.64500,有个der一点点往我前面挪，一脚给他踹开让他滚了
110.16100,《从外面出来的》
16.19000,确实
87.18500,这多来气啊上去就得飙国粹
40.43400,太真实了
206.58500,好温柔啊企鹅
26.87100,太真实了哇塞哇塞
23.06700,辟谣一下像我一样的初中生也是
166.88500,道德不是让你怂的
214.43400,哈哈哈哈
231.84200,这个世界已经变成好人被欺负了
1.78500,省流：要用魔法打败魔法！！！
34.70300,真实了
25.22400,我看成了高中生马思唯
180.62600,懂了，下一次取快递带着刀。(dog)
187.81500,双厨狂喜
